# ROVER IR SENSOR CHARACTERIZATION
# Date: 2026-08-28 15:33:07.332725
# Surface: GRIS
# Number of points: 5
# Samples per point: 100
# Sample interval: 250 ms
# Movement time between points: 10 s
surface,point,sample,analog_QTRX_A,analog_QTRX_B,generic_IR
GRIS,2,16,3328,2903,1
GRIS,2,17,3113,2855,1
GRIS,2,18,3505,2876,1
GRIS,2,19,3128,2895,1
GRIS,2,20,3613,2917,1
GRIS,2,21,3274,2899,1
GRIS,2,22,3524,2886,1
GRIS,2,23,3023,2875,1
GRIS,2,24,3438,2905,1
GRIS,2,25,3447,2903,1
GRIS,2,26,3438,2887,1
GRIS,2,27,3413,2888,1
GRIS,2,28,3290,2897,1
GRIS,2,29,3377,2884,1
GRIS,2,30,3414,2901,1
GRIS,2,31,3403,2909,0
GRIS,2,32,3442,2879,1
GRIS,2,33,3407,2900,1
GRIS,2,34,3511,2898,1
GRIS,2,35,3317,2888,1
GRIS,2,36,3351,2895,1
GRIS,2,37,3405,2892,1
GRIS,2,38,3671,2907,1
GRIS,2,39,3486,2895,1
GRIS,2,40,3446,2904,1
GRIS,2,41,3644,2881,1
GRIS,2,42,3763,2892,1
GRIS,2,43,3116,2862,1
GRIS,2,44,3196,2886,1
GRIS,2,45,3479,2824,1
GRIS,2,46,3072,2882,1
GRIS,2,47,3243,2846,1
GRIS,2,48,3324,2868,1
GRIS,2,49,3111,2875,1
GRIS,2,50,3676,2872,1
GRIS,2,51,3176,2875,1
GRIS,2,52,3527,2846,1
GRIS,2,53,3259,2891,1
GRIS,2,54,3379,2902,1
GRIS,2,55,3638,2899,1
GRIS,2,56,3532,2901,1
GRIS,2,57,3544,2902,1
GRIS,2,58,3231,2904,1
GRIS,2,59,3801,2934,1
GRIS,2,60,3374,2910,1
GRIS,2,61,3304,2898,1
GRIS,2,62,3377,2887,1
GRIS,2,63,3613,2916,1
GRIS,2,64,3243,2891,1
GRIS,2,65,3112,2893,1
GRIS,2,66,3314,2892,1
GRIS,2,67,3505,2893,1
GRIS,2,68,3450,2876,1
GRIS,2,69,3113,2882,1
GRIS,2,70,3401,2869,1
GRIS,2,71,3327,2888,1
GRIS,2,72,3438,2880,1
GRIS,2,73,3379,2896,1
GRIS,2,74,3314,2886,1
GRIS,2,75,3256,2894,1
GRIS,2,76,3432,2880,1
GRIS,2,77,3482,2876,1
GRIS,2,78,3491,2897,1
GRIS,2,79,3429,2868,1
GRIS,2,80,3379,2887,1
GRIS,2,81,3330,2890,1
GRIS,2,82,3467,2875,1
GRIS,2,83,3621,2876,1
GRIS,2,84,3421,2886,1
GRIS,2,85,3583,2785,1
GRIS,2,86,2987,2796,1
GRIS,2,87,3547,2786,1
GRIS,2,88,3199,2879,1
GRIS,2,89,3432,2823,1
GRIS,2,90,3374,2893,1
GRIS,2,91,3305,2873,1
GRIS,2,92,3519,2887,1
GRIS,2,93,3063,2899,1
GRIS,2,94,3095,2834,1
GRIS,2,95,2836,2877,1
GRIS,2,96,2997,2871,1
GRIS,2,97,3166,2849,1
GRIS,2,98,3207,2857,1
GRIS,2,99,3065,2790,1
GRIS,2,100,3355,2840,1
GRIS,3,1,3475,2861,1
GRIS,3,2,3366,2889,1
GRIS,3,3,3257,2888,1
GRIS,3,4,3576,2896,1
GRIS,3,5,3402,2873,1
GRIS,3,6,3116,2886,1
GRIS,3,7,3296,2872,1
GRIS,3,8,3584,2874,1
GRIS,3,9,3501,2892,1
GRIS,3,10,3501,2871,1
GRIS,3,11,3532,2905,1
GRIS,3,12,3627,2873,1
GRIS,3,13,3306,2878,1
GRIS,3,14,3815,2902,1
GRIS,3,15,3709,2879,1
GRIS,3,16,3668,2876,1
GRIS,3,17,3553,2901,1
GRIS,3,18,3441,2894,1
GRIS,3,19,3472,2855,1
GRIS,3,20,3457,2893,1
GRIS,3,21,3484,2875,1
GRIS,3,22,3570,2865,1
GRIS,3,23,3520,2896,1
GRIS,3,24,3554,2857,1
GRIS,3,25,3326,2889,1
GRIS,3,26,3370,2889,1
GRIS,3,27,3569,2877,1
GRIS,3,28,3389,2891,1
GRIS,3,29,3231,2876,1
GRIS,3,30,3476,2885,1
GRIS,3,31,3251,2876,1
GRIS,3,32,3156,2883,1
GRIS,3,33,3714,2903,1
GRIS,3,34,1853,2901,1
GRIS,3,35,3484,2910,1
GRIS,3,36,3447,2907,1
GRIS,3,37,3539,2857,1
GRIS,3,38,3198,2873,1
GRIS,3,39,3200,2873,1
GRIS,3,40,3145,2853,1
GRIS,3,41,3506,2846,1
GRIS,3,42,3588,2891,1
GRIS,3,43,3181,2796,1
GRIS,3,44,3505,2861,1
GRIS,3,45,3311,2890,1
GRIS,3,46,3190,2853,1
GRIS,3,47,3410,2827,1
GRIS,3,48,3336,2873,1
GRIS,3,49,3295,2843,1
GRIS,3,50,3514,2886,1
GRIS,3,51,3348,2891,1
GRIS,3,52,4080,2927,1
GRIS,3,53,3572,2873,1
GRIS,3,54,3439,2880,1
GRIS,3,55,3408,2883,1
GRIS,3,56,3281,2892,1
GRIS,3,57,3329,2848,1
GRIS,3,58,3356,2855,1
GRIS,3,59,3417,2869,1
GRIS,3,60,3473,2880,1
GRIS,3,61,3385,2881,1
GRIS,3,62,3160,2900,1
GRIS,3,63,3273,2854,1
GRIS,3,64,3413,2901,1
GRIS,3,65,3219,2887,1
GRIS,3,66,3270,2777,1
GRIS,3,67,3298,2858,1
GRIS,3,68,3190,2837,1
GRIS,3,69,3483,2888,1
GRIS,3,70,3436,2879,1
GRIS,3,71,3477,2880,1
GRIS,3,72,3383,2873,1
GRIS,3,73,3315,2895,1
GRIS,3,74,3878,2899,1
GRIS,3,75,3411,2889,1
GRIS,3,76,3100,2880,1
GRIS,3,77,3125,2875,1
GRIS,3,78,3345,2900,1
GRIS,3,79,3468,2867,1
GRIS,3,80,3302,2872,1
GRIS,3,81,3328,2899,1
GRIS,3,82,3241,2893,1
GRIS,3,83,3334,2870,1
GRIS,3,84,3310,2890,1
GRIS,3,85,3261,2871,1
GRIS,3,86,3441,2874,1
GRIS,3,87,3277,2897,1
GRIS,3,88,3297,2792,1
GRIS,3,89,2988,2876,1
GRIS,3,90,3524,2890,1
GRIS,3,91,3486,2898,1
GRIS,3,92,3295,2886,1
GRIS,3,93,3463,2892,1
GRIS,3,94,3388,2883,1
GRIS,3,95,3487,2888,1
GRIS,3,96,3396,2900,1
GRIS,3,97,3353,2857,1
GRIS,3,98,3366,2888,1
GRIS,3,99,3467,2862,1
GRIS,3,100,3418,2885,1
GRIS,4,1,3458,2882,1
GRIS,4,2,3333,2872,1
GRIS,4,3,3309,2814,1
GRIS,4,4,3290,2861,1
GRIS,4,5,3428,2861,1
GRIS,4,6,3370,2870,1
GRIS,4,7,3511,2848,1
GRIS,4,8,3502,2887,1
GRIS,4,9,3264,2849,1
GRIS,4,10,3257,2812,1
GRIS,4,11,3070,2846,1
GRIS,4,12,3456,2874,1
GRIS,4,13,3147,2874,1
GRIS,4,14,3380,2768,1
GRIS,4,15,3131,2877,1
GRIS,4,16,3442,2859,1
GRIS,4,17,3055,2857,1
GRIS,4,18,3043,2833,1
GRIS,4,19,3450,2864,1
GRIS,4,20,3496,2859,1
GRIS,4,21,3245,2872,1
GRIS,4,22,3415,2871,1
GRIS,4,23,3338,2827,1
GRIS,4,24,3531,2869,1
GRIS,4,25,3521,2867,1
GRIS,4,26,3304,2887,1
GRIS,4,27,3375,2892,1
GRIS,4,28,3438,2890,1
GRIS,4,29,3469,2874,1
GRIS,4,30,3031,2893,1
GRIS,4,31,3368,2842,1
GRIS,4,32,3457,2831,1
GRIS,4,33,3332,2887,1
GRIS,4,34,3119,2881,1
GRIS,4,35,3259,2865,1
GRIS,4,36,3317,2891,1
GRIS,4,37,3492,2893,1
GRIS,4,38,3511,2890,1
GRIS,4,39,3303,2859,1
GRIS,4,40,3084,2860,1
GRIS,4,41,3214,2844,1
GRIS,4,42,3475,2880,1
GRIS,4,43,3366,2870,1
GRIS,4,44,3576,2898,1
GRIS,4,45,3357,2896,1
GRIS,4,46,3458,2840,1
GRIS,4,47,3423,2856,1
GRIS,4,48,3308,2892,1
GRIS,4,49,3533,2871,1
GRIS,4,50,3224,2862,1
GRIS,4,51,3277,2909,1
GRIS,4,52,3030,2905,1
GRIS,4,53,3497,2804,1
GRIS,4,54,3395,2879,1
GRIS,4,55,3657,2853,1
GRIS,4,56,3603,2899,1
GRIS,4,57,3577,2868,1
GRIS,4,58,3553,2888,1
GRIS,4,59,3575,2869,1
GRIS,4,60,3689,2891,1
GRIS,4,61,3146,2855,1
GRIS,4,62,3230,2905,1
GRIS,4,63,3433,2905,1
GRIS,4,64,3378,2853,1
GRIS,4,65,3467,2856,1
GRIS,4,66,3457,2878,1
GRIS,4,67,3554,2881,1
GRIS,4,68,3534,2877,1
GRIS,4,69,3487,2858,1
GRIS,4,70,3145,2832,1
GRIS,4,71,3578,2887,1
GRIS,4,72,3623,2901,1
GRIS,4,73,3487,2880,1
GRIS,4,74,3631,2826,1
GRIS,4,75,3640,2864,1
GRIS,4,76,3554,2861,1
GRIS,4,77,3557,2873,1
GRIS,4,78,3491,2872,1
GRIS,4,79,3604,2845,1
GRIS,4,80,3286,2873,1
GRIS,4,81,3499,2873,1
GRIS,4,82,3096,2874,1
GRIS,4,83,3720,2889,1
GRIS,4,84,2942,2874,1
GRIS,4,85,3474,2869,1
GRIS,4,86,3675,2903,1
GRIS,4,87,3291,2860,1
GRIS,4,88,3642,2874,1
GRIS,4,89,3679,2884,1
GRIS,4,90,3893,2878,1
GRIS,4,91,3339,2854,1
GRIS,4,92,3525,2841,1
GRIS,4,93,3490,2840,1
GRIS,4,94,3464,2811,1
GRIS,4,95,3116,2875,1
GRIS,4,96,3304,2856,1
GRIS,4,97,3566,2852,1
GRIS,4,98,2920,2888,1
GRIS,4,99,3440,2846,1
GRIS,4,100,3002,2899,1
GRIS,5,1,3158,2895,1
GRIS,5,2,3327,2875,1
GRIS,5,3,3427,2855,1
GRIS,5,4,3158,2877,1
GRIS,5,5,3638,2888,1
GRIS,5,6,3731,2888,1
GRIS,5,7,3493,2853,1
GRIS,5,8,3681,2883,1
GRIS,5,9,3413,2872,1
GRIS,5,10,3386,2870,1
GRIS,5,11,3331,2859,1
GRIS,5,12,3642,2874,1
GRIS,5,13,3530,2899,1
GRIS,5,14,3272,2877,1
GRIS,5,15,3162,2882,1
GRIS,5,16,3353,2861,1
GRIS,5,17,3448,2893,1
GRIS,5,18,3187,2875,1
GRIS,5,19,3569,2873,1
GRIS,5,20,3384,2879,1
GRIS,5,21,3443,2896,1
GRIS,5,22,3336,2888,1
GRIS,5,23,3385,2884,1
GRIS,5,24,3233,2768,1
GRIS,5,25,2992,2846,1
GRIS,5,26,3497,2845,1
GRIS,5,27,3664,2917,1
GRIS,5,28,4095,2932,1
GRIS,5,29,3257,2869,1
GRIS,5,30,2882,2839,1
GRIS,5,31,3204,2776,1
GRIS,5,32,2773,2872,1
GRIS,5,33,3058,2855,1
GRIS,5,34,3348,2849,1
GRIS,5,35,3463,2862,1
GRIS,5,36,3377,2855,1
GRIS,5,37,3455,2867,1
GRIS,5,38,3385,2873,1
GRIS,5,39,3607,2812,1
GRIS,5,40,3280,2890,1
GRIS,5,41,3333,2871,1
GRIS,5,42,3048,2892,1
GRIS,5,43,3014,2844,1
GRIS,5,44,3556,2794,1
GRIS,5,45,3407,2848,1
GRIS,5,46,3202,2887,1
GRIS,5,47,3152,2854,1
GRIS,5,48,3249,2875,1
GRIS,5,49,3241,2873,1
GRIS,5,50,3338,2889,1
GRIS,5,51,3218,2836,1
GRIS,5,52,3523,2843,1
GRIS,5,53,3415,2875,1
GRIS,5,54,3548,2856,1
GRIS,5,55,3453,2896,1
GRIS,5,56,3450,2868,1
GRIS,5,57,3046,2888,1
GRIS,5,58,2858,2872,1
GRIS,5,59,3146,2892,1
GRIS,5,60,3536,2883,1
GRIS,5,61,3383,2803,1
GRIS,5,62,3543,2877,1
GRIS,5,63,3081,2889,1
GRIS,5,64,3151,2868,1
GRIS,5,65,3495,2747,1
GRIS,5,66,3148,2862,1
GRIS,5,67,3274,2888,1
GRIS,5,68,3582,2877,1
GRIS,5,69,3452,2895,1
GRIS,5,70,3298,2889,1
GRIS,5,71,3322,2896,1
GRIS,5,72,3468,2865,1
GRIS,5,73,3482,2889,1
GRIS,5,74,3139,2891,1
GRIS,5,75,3450,2842,1
GRIS,5,76,3203,2888,1
GRIS,5,77,3377,2899,1
GRIS,5,78,3410,2880,1
GRIS,5,79,3228,2883,1
GRIS,5,80,3539,2872,1
GRIS,5,81,3299,2889,1
GRIS,5,82,3452,2879,1
GRIS,5,83,3301,2859,1
GRIS,5,84,3252,2874,1
GRIS,5,85,3237,2894,1
GRIS,5,86,3334,2843,1
GRIS,5,87,3673,2916,1
GRIS,5,88,3636,2908,1
GRIS,5,89,3325,2899,1
GRIS,5,90,3931,2916,1
GRIS,5,91,3761,2901,1
GRIS,5,92,3403,2877,1
GRIS,5,93,3589,2873,1
GRIS,5,94,3382,2890,1
GRIS,5,95,3173,2843,1
GRIS,5,96,3628,2877,1
GRIS,5,97,3425,2863,1
GRIS,5,98,4009,2886,1
GRIS,5,99,3927,2884,1
GRIS,5,100,3274,2872,1
