# ROVER IR SENSOR CHARACTERIZATION
# Date: 2026-08-28 07:42:21.937985
# Surface: NEGRO
# Number of points: 4
# Samples per point: 60
# Sample interval: 250 ms
# Movement time between points: 10 s
surface,point,sample,analog_QTRX_A,analog_QTRX_B,generic_IR
NEGRO,3,40,4047,2935,1
NEGRO,3,41,4088,2935,1
NEGRO,3,42,4086,2905,1
NEGRO,3,43,4038,2936,1
NEGRO,3,44,4041,2937,1
NEGRO,3,45,3811,2936,1
NEGRO,3,46,4095,2937,1
NEGRO,3,47,4095,2826,1
NEGRO,3,48,4095,2897,1
NEGRO,3,49,4095,2882,1
NEGRO,3,50,4095,2876,1
NEGRO,3,51,4095,2876,1
NEGRO,3,52,4095,2872,1
NEGRO,3,53,4095,2888,1
NEGRO,3,54,4095,2873,1
NEGRO,3,55,4095,2918,1
NEGRO,3,56,4095,2832,1
NEGRO,3,57,4095,2936,1
NEGRO,3,58,4054,2934,1
NEGRO,3,59,4055,2932,1
NEGRO,3,60,4045,2931,1
NEGRO,4,1,3557,2933,1
NEGRO,4,2,4045,2923,1
NEGRO,4,3,3888,2929,1
NEGRO,4,4,4095,2930,1
NEGRO,4,5,4095,2932,1
NEGRO,4,6,3733,2931,1
NEGRO,4,7,4061,2925,1
NEGRO,4,8,3903,2925,1
NEGRO,4,9,3995,2934,1
NEGRO,4,10,3893,2935,1
NEGRO,4,11,4095,2931,1
NEGRO,4,12,4095,2934,1
NEGRO,4,13,3996,2928,1
NEGRO,4,14,4095,2936,1
NEGRO,4,15,4084,2935,1
NEGRO,4,16,4095,2933,1
NEGRO,4,17,4095,2929,1
NEGRO,4,18,3680,2916,1
NEGRO,4,19,4028,2928,1
NEGRO,4,20,4075,2929,1
NEGRO,4,21,4054,2923,1
NEGRO,4,22,4010,2926,1
NEGRO,4,23,3369,2921,1
NEGRO,4,24,4095,2933,1
NEGRO,4,25,4040,2928,1
NEGRO,4,26,3846,2932,1
NEGRO,4,27,4095,2917,1
NEGRO,4,28,3940,2933,1
NEGRO,4,29,4092,2912,1
NEGRO,4,30,3578,2933,1
NEGRO,4,31,3540,2930,1
NEGRO,4,32,4025,2933,1
NEGRO,4,33,4064,2932,1
NEGRO,4,34,4095,2934,1
NEGRO,4,35,3954,2928,1
NEGRO,4,36,4076,2929,1
NEGRO,4,37,4076,2931,1
NEGRO,4,38,4029,2934,1
NEGRO,4,39,4063,2931,1
NEGRO,4,40,4072,2932,1
NEGRO,4,41,3684,2929,1
NEGRO,4,42,4086,2933,1
NEGRO,4,43,4023,2931,1
NEGRO,4,44,3334,2928,1
NEGRO,4,45,3920,2934,1
NEGRO,4,46,4031,2928,1
NEGRO,4,47,4048,2927,1
NEGRO,4,48,3708,2931,1
NEGRO,4,49,3857,2930,1
NEGRO,4,50,3967,2934,1
NEGRO,4,51,4095,2927,1
NEGRO,4,52,4095,2934,1
NEGRO,4,53,4095,2934,1
NEGRO,4,54,4095,2933,1
NEGRO,4,55,4095,2931,1
NEGRO,4,56,4095,2932,1
NEGRO,4,57,4095,2932,1
NEGRO,4,58,4095,2934,1
NEGRO,4,59,4095,2933,1
NEGRO,4,60,4095,2934,1
