# ROVER COLOR SENSOR CHARACTERIZATION
# Date: 2026-09-07 16:24:30.042486
# Surface: AMARILLO
# Sensor under test: DELANTERO
# Number of points: 8
# Samples per point: 60
# Sample interval: 250 ms
# Movement time between points: 10 s
surface,sensor_under_test,point,sample,ok,clear,r,g,b
AMARILLO,DELANTERO,8,8,1,2726,1321,916,314
AMARILLO,DELANTERO,8,9,1,2763,1362,928,300
AMARILLO,DELANTERO,8,10,1,3466,1720,1163,368
AMARILLO,DELANTERO,8,11,1,3477,1730,1171,359
AMARILLO,DELANTERO,8,12,1,3717,1851,1255,382
AMARILLO,DELANTERO,8,13,1,3553,1767,1199,369
AMARILLO,DELANTERO,8,14,1,4072,2015,1382,418
AMARILLO,DELANTERO,8,15,1,4930,2412,1697,501
AMARILLO,DELANTERO,8,16,1,5761,2784,2003,594
AMARILLO,DELANTERO,8,17,1,5832,2811,2033,597
AMARILLO,DELANTERO,8,18,1,5048,2464,1740,516
AMARILLO,DELANTERO,8,19,1,2787,1370,933,305
AMARILLO,DELANTERO,8,20,1,4525,2237,1546,470
AMARILLO,DELANTERO,8,21,1,4214,2096,1439,438
AMARILLO,DELANTERO,8,22,1,4302,2129,1488,433
AMARILLO,DELANTERO,8,23,1,4333,2138,1493,455
AMARILLO,DELANTERO,8,24,1,3879,1894,1348,408
AMARILLO,DELANTERO,8,25,1,3959,1959,1351,416
AMARILLO,DELANTERO,8,26,1,3499,1734,1195,361
AMARILLO,DELANTERO,8,27,1,3395,1695,1163,345
AMARILLO,DELANTERO,8,28,1,3377,1687,1160,341
AMARILLO,DELANTERO,8,29,1,3133,1567,1079,325
AMARILLO,DELANTERO,8,30,1,3447,1715,1190,348
AMARILLO,DELANTERO,8,31,1,3636,1808,1255,365
AMARILLO,DELANTERO,8,32,1,3777,1889,1332,397
AMARILLO,DELANTERO,8,33,1,3811,1888,1304,393
AMARILLO,DELANTERO,8,34,1,3985,1981,1371,420
AMARILLO,DELANTERO,8,35,1,4183,2077,1446,431
AMARILLO,DELANTERO,8,36,1,4188,2072,1445,438
AMARILLO,DELANTERO,8,37,1,4128,2044,1423,430
AMARILLO,DELANTERO,8,38,1,4193,2074,1442,438
AMARILLO,DELANTERO,8,39,1,3972,1966,1362,404
AMARILLO,DELANTERO,8,40,1,4082,2020,1406,423
AMARILLO,DELANTERO,8,41,1,4519,2222,1562,467
AMARILLO,DELANTERO,8,42,1,4871,2385,1688,502
AMARILLO,DELANTERO,8,43,1,4814,2358,1665,497
AMARILLO,DELANTERO,8,44,1,4687,2301,1622,478
AMARILLO,DELANTERO,8,45,1,4589,2255,1588,467
AMARILLO,DELANTERO,8,46,1,4505,2214,1560,458
AMARILLO,DELANTERO,8,47,1,4186,2068,1441,428
AMARILLO,DELANTERO,8,48,1,3833,1902,1317,393
AMARILLO,DELANTERO,8,49,1,3855,1913,1326,393
AMARILLO,DELANTERO,8,50,1,4327,2138,1495,463
AMARILLO,DELANTERO,8,51,1,4525,2225,1550,469
AMARILLO,DELANTERO,8,52,1,4108,2034,1414,416
AMARILLO,DELANTERO,8,53,1,3882,1930,1337,390
AMARILLO,DELANTERO,8,54,1,3614,1807,1238,363
AMARILLO,DELANTERO,8,55,1,3702,1849,1269,371
AMARILLO,DELANTERO,8,56,1,3617,1809,1243,372
AMARILLO,DELANTERO,8,57,1,3620,1804,1243,384
AMARILLO,DELANTERO,8,58,1,3724,1853,1274,400
AMARILLO,DELANTERO,8,59,1,3355,1678,1144,338
AMARILLO,DELANTERO,8,60,1,3344,1660,1129,361
