# ROVER COLOR SENSOR CHARACTERIZATION
# Date: 2026-09-07 17:40:46.098743
# Surface: GRIS
# Sensor under test: DELANTERO
# Number of points: 5
# Samples per point: 100
# Sample interval: 250 ms
# Movement time between points: 10 s
surface,sensor_under_test,point,sample,ok,clear,r,g,b
GRIS,DELANTERO,2,2,1,1158,460,412,219
GRIS,DELANTERO,2,3,1,1159,460,412,219
GRIS,DELANTERO,2,4,1,1213,480,427,228
GRIS,DELANTERO,2,5,1,1199,487,421,226
GRIS,DELANTERO,2,6,1,695,292,239,130
GRIS,DELANTERO,2,7,1,557,238,190,105
GRIS,DELANTERO,2,8,1,618,262,212,116
GRIS,DELANTERO,2,9,1,460,196,157,85
GRIS,DELANTERO,2,10,1,157,70,53,30
GRIS,DELANTERO,2,11,1,668,283,230,125
GRIS,DELANTERO,2,12,1,890,373,308,167
GRIS,DELANTERO,2,13,1,948,396,327,177
GRIS,DELANTERO,2,14,1,1005,418,350,188
GRIS,DELANTERO,2,15,1,897,373,312,168
GRIS,DELANTERO,2,16,1,973,404,339,183
GRIS,DELANTERO,2,17,1,697,291,241,131
GRIS,DELANTERO,2,18,1,681,287,234,128
GRIS,DELANTERO,2,19,1,875,363,304,225
GRIS,DELANTERO,2,20,1,809,334,281,151
GRIS,DELANTERO,2,21,1,580,246,200,109
GRIS,DELANTERO,2,22,1,626,264,215,117
GRIS,DELANTERO,2,23,1,685,289,236,128
GRIS,DELANTERO,2,24,1,646,274,222,121
GRIS,DELANTERO,2,25,1,590,252,202,110
GRIS,DELANTERO,2,26,1,504,216,173,94
GRIS,DELANTERO,2,27,1,444,189,153,83
GRIS,DELANTERO,2,28,1,463,198,159,86
GRIS,DELANTERO,2,29,1,745,313,257,139
GRIS,DELANTERO,2,30,1,778,325,270,146
GRIS,DELANTERO,2,31,1,682,287,235,128
GRIS,DELANTERO,2,32,1,568,240,195,106
GRIS,DELANTERO,2,33,1,696,293,240,130
GRIS,DELANTERO,2,34,1,751,314,260,140
GRIS,DELANTERO,2,35,1,643,273,221,120
GRIS,DELANTERO,2,36,1,455,195,155,85
GRIS,DELANTERO,2,37,1,627,266,216,117
GRIS,DELANTERO,2,38,1,691,291,238,129
GRIS,DELANTERO,2,39,1,602,255,209,111
GRIS,DELANTERO,2,40,1,717,299,248,133
GRIS,DELANTERO,2,41,1,872,362,302,163
GRIS,DELANTERO,2,42,1,554,237,190,103
GRIS,DELANTERO,2,43,1,825,346,284,155
GRIS,DELANTERO,2,44,1,904,378,310,167
GRIS,DELANTERO,2,45,1,725,306,251,136
GRIS,DELANTERO,2,46,1,689,292,237,129
GRIS,DELANTERO,2,47,1,801,332,277,150
GRIS,DELANTERO,2,48,1,843,354,292,158
GRIS,DELANTERO,2,49,1,845,354,292,159
GRIS,DELANTERO,2,50,1,863,359,298,162
GRIS,DELANTERO,2,51,1,861,357,301,162
GRIS,DELANTERO,2,52,1,839,351,290,157
GRIS,DELANTERO,2,53,1,744,315,257,140
GRIS,DELANTERO,2,54,1,735,312,252,138
GRIS,DELANTERO,2,55,1,700,297,240,131
GRIS,DELANTERO,2,56,1,819,343,282,153
GRIS,DELANTERO,2,57,1,773,326,267,145
GRIS,DELANTERO,2,58,1,826,347,285,153
GRIS,DELANTERO,2,59,1,842,351,292,157
GRIS,DELANTERO,2,60,1,718,303,248,134
GRIS,DELANTERO,2,61,1,579,245,199,108
GRIS,DELANTERO,2,62,1,675,286,232,126
GRIS,DELANTERO,2,63,1,685,289,236,129
GRIS,DELANTERO,2,64,1,748,315,258,140
GRIS,DELANTERO,2,65,1,691,289,239,130
GRIS,DELANTERO,2,66,1,713,291,239,129
GRIS,DELANTERO,2,67,1,929,393,323,174
GRIS,DELANTERO,2,68,1,789,331,275,148
GRIS,DELANTERO,2,69,1,681,290,233,128
GRIS,DELANTERO,2,70,1,745,316,257,140
GRIS,DELANTERO,2,71,1,511,221,175,95
GRIS,DELANTERO,2,72,1,635,269,218,119
GRIS,DELANTERO,2,73,1,619,263,212,116
GRIS,DELANTERO,2,74,1,585,249,200,109
GRIS,DELANTERO,2,75,1,647,276,222,121
GRIS,DELANTERO,2,76,1,506,218,173,93
GRIS,DELANTERO,2,77,1,532,224,183,99
GRIS,DELANTERO,2,78,1,627,266,216,117
GRIS,DELANTERO,2,79,1,706,297,242,132
GRIS,DELANTERO,2,80,1,933,385,322,174
GRIS,DELANTERO,2,81,1,935,387,327,176
GRIS,DELANTERO,2,82,1,1026,413,361,194
GRIS,DELANTERO,2,83,1,990,412,344,186
GRIS,DELANTERO,2,84,1,941,390,328,177
GRIS,DELANTERO,2,85,1,749,316,258,141
GRIS,DELANTERO,2,86,1,636,270,219,119
GRIS,DELANTERO,2,87,1,827,347,286,155
GRIS,DELANTERO,2,88,1,1013,420,353,190
GRIS,DELANTERO,2,89,1,939,391,325,176
GRIS,DELANTERO,2,90,1,700,296,241,131
GRIS,DELANTERO,2,91,1,512,217,176,96
GRIS,DELANTERO,2,92,1,537,229,185,101
GRIS,DELANTERO,2,93,1,741,311,256,140
GRIS,DELANTERO,2,94,1,684,288,236,128
GRIS,DELANTERO,2,95,1,868,361,301,163
GRIS,DELANTERO,2,96,1,793,331,275,149
GRIS,DELANTERO,2,97,1,795,332,275,150
GRIS,DELANTERO,2,98,1,604,255,209,113
GRIS,DELANTERO,2,99,1,634,268,218,119
GRIS,DELANTERO,2,100,1,575,244,197,108
