# ROVER IR SENSOR CHARACTERIZATION
# Date: 2026-08-28 15:22:00.952249
# Surface: NEGRO
# Number of points: 4
# Samples per point: 60
# Sample interval: 250 ms
# Movement time between points: 10 s
surface,point,sample,analog_QTRX_A,analog_QTRX_B,generic_IR
NEGRO,2,4,3085,2925,1
NEGRO,2,5,4087,2937,1
NEGRO,2,6,4095,2933,1
NEGRO,2,7,4095,2934,1
NEGRO,2,8,3740,2933,1
NEGRO,2,9,4095,2934,1
NEGRO,2,10,4000,2923,1
NEGRO,2,11,4046,2912,1
NEGRO,2,12,4069,2921,1
NEGRO,2,13,4079,2930,1
NEGRO,2,14,4086,2918,1
NEGRO,2,15,3561,2921,1
NEGRO,2,16,2871,2932,1
NEGRO,2,17,4073,2935,1
NEGRO,2,18,3866,2932,1
NEGRO,2,19,3944,2933,1
NEGRO,2,20,4095,2935,1
NEGRO,2,21,4095,2934,1
NEGRO,2,22,3699,2927,1
NEGRO,2,23,3672,2935,1
NEGRO,2,24,3333,2919,1
NEGRO,2,25,4046,2932,1
NEGRO,2,26,3984,2923,1
NEGRO,2,27,4032,2936,1
NEGRO,2,28,4049,2930,1
NEGRO,2,29,3583,2934,1
NEGRO,2,30,3674,2933,1
NEGRO,2,31,3124,2932,1
NEGRO,2,32,3820,2933,1
NEGRO,2,33,3533,2931,1
NEGRO,2,34,2439,2927,1
NEGRO,2,35,3839,2932,1
NEGRO,2,36,3959,2936,1
NEGRO,2,37,4012,2893,1
NEGRO,2,38,3537,2905,1
NEGRO,2,39,3440,2937,1
NEGRO,2,40,4079,2925,1
NEGRO,2,41,3802,2930,1
NEGRO,2,42,3978,2934,1
NEGRO,2,43,3781,2934,1
NEGRO,2,44,3767,2937,1
NEGRO,2,45,3881,2937,1
NEGRO,2,46,3901,2935,1
NEGRO,2,47,3701,2934,1
NEGRO,2,48,3957,2938,1
NEGRO,2,49,3975,2928,1
NEGRO,2,50,3995,2935,1
NEGRO,2,51,4077,2934,1
NEGRO,2,52,3844,2937,1
NEGRO,2,53,4033,2939,1
NEGRO,2,54,4054,2933,1
NEGRO,2,55,4078,2923,1
NEGRO,2,56,4087,2927,1
NEGRO,2,57,4087,2929,1
NEGRO,2,58,4085,2925,1
NEGRO,2,59,4083,2924,1
NEGRO,2,60,4082,2926,1
NEGRO,3,1,3880,2929,1
NEGRO,3,2,3638,2927,1
NEGRO,3,3,4076,2926,1
NEGRO,3,4,2738,2923,1
NEGRO,3,5,4095,2934,1
NEGRO,3,6,3860,2936,1
NEGRO,3,7,4088,2907,1
NEGRO,3,8,3978,2932,1
NEGRO,3,9,3008,2933,1
NEGRO,3,10,3515,2907,1
NEGRO,3,11,4080,2922,1
NEGRO,3,12,3463,2935,1
NEGRO,3,13,2745,2931,1
NEGRO,3,14,3830,2935,1
NEGRO,3,15,3538,2916,1
NEGRO,3,16,3903,2910,1
NEGRO,3,17,3976,2920,1
NEGRO,3,18,3341,2933,1
NEGRO,3,19,4053,2929,1
NEGRO,3,20,4047,2934,1
NEGRO,3,21,4095,2930,1
NEGRO,3,22,4095,2940,1
NEGRO,3,23,4095,2936,1
NEGRO,3,24,2445,2927,1
NEGRO,3,25,3434,2898,1
NEGRO,3,26,4061,2916,1
NEGRO,3,27,4093,2922,1
NEGRO,3,28,4024,2924,1
NEGRO,3,29,3206,2912,1
NEGRO,3,30,4075,2936,1
NEGRO,3,31,4095,2936,1
NEGRO,3,32,4095,2933,1
NEGRO,3,33,4004,2926,1
NEGRO,3,34,3926,2932,1
NEGRO,3,35,2810,2933,1
NEGRO,3,36,2803,2935,1
NEGRO,3,37,3243,2935,1
NEGRO,3,38,3901,2924,1
NEGRO,3,39,3775,2926,1
NEGRO,3,40,3072,2934,1
NEGRO,3,41,3240,2930,1
NEGRO,3,42,3996,2916,1
NEGRO,3,43,3891,2926,1
NEGRO,3,44,3081,2873,1
NEGRO,3,45,3869,2926,1
NEGRO,3,46,3523,2935,1
NEGRO,3,47,4022,2926,1
NEGRO,3,48,3381,2897,1
NEGRO,3,49,4076,2923,1
NEGRO,3,50,3690,2919,1
NEGRO,3,51,4095,2933,1
NEGRO,3,52,3974,2926,1
NEGRO,3,53,3537,2856,1
NEGRO,3,54,4095,2887,1
NEGRO,3,55,3947,2933,1
NEGRO,3,56,3934,2932,1
NEGRO,3,57,2764,2932,1
NEGRO,3,58,3660,2926,1
NEGRO,3,59,4082,2933,1
NEGRO,3,60,3552,2928,1
NEGRO,4,1,3918,2924,1
NEGRO,4,2,3770,2932,1
NEGRO,4,3,2975,2913,1
NEGRO,4,4,3876,2916,1
NEGRO,4,5,3909,2936,1
NEGRO,4,6,3994,2927,1
NEGRO,4,7,4057,2934,1
NEGRO,4,8,3793,2913,1
NEGRO,4,9,4095,2903,1
NEGRO,4,10,4095,2929,1
NEGRO,4,11,4087,2894,1
NEGRO,4,12,3298,2845,1
NEGRO,4,13,4016,2925,1
NEGRO,4,14,4062,2924,1
NEGRO,4,15,3205,2918,1
NEGRO,4,16,3793,2935,1
NEGRO,4,17,3823,2925,1
NEGRO,4,18,3909,2926,1
NEGRO,4,19,3297,2931,1
NEGRO,4,20,3564,2933,1
NEGRO,4,21,4029,2933,1
NEGRO,4,22,3724,2914,1
NEGRO,4,23,4074,2900,1
NEGRO,4,24,3716,2931,1
NEGRO,4,25,3987,2929,1
NEGRO,4,26,3954,2933,1
NEGRO,4,27,4095,2938,1
NEGRO,4,28,4079,2879,1
NEGRO,4,29,3671,2936,1
NEGRO,4,30,4095,2933,1
NEGRO,4,31,4095,2937,1
NEGRO,4,32,3478,2902,1
NEGRO,4,33,2905,2929,1
NEGRO,4,34,3983,2920,1
NEGRO,4,35,3105,2933,1
NEGRO,4,36,3231,2935,1
NEGRO,4,37,3104,2913,1
NEGRO,4,38,4010,2893,1
NEGRO,4,39,2332,2939,1
NEGRO,4,40,3886,2939,1
NEGRO,4,41,3148,2934,1
NEGRO,4,42,3638,2932,1
NEGRO,4,43,2877,2934,1
NEGRO,4,44,3834,2928,1
NEGRO,4,45,3978,2932,1
NEGRO,4,46,3327,2927,1
NEGRO,4,47,3400,2928,1
NEGRO,4,48,3971,2905,1
NEGRO,4,49,3477,2925,1
NEGRO,4,50,3953,2935,1
NEGRO,4,51,3408,2935,1
NEGRO,4,52,3871,2932,1
NEGRO,4,53,3753,2928,1
NEGRO,4,54,3973,2930,1
NEGRO,4,55,3799,2935,1
NEGRO,4,56,3434,2916,1
NEGRO,4,57,3257,2933,1
NEGRO,4,58,4005,2915,1
NEGRO,4,59,3791,2934,1
NEGRO,4,60,3369,2932,1
